Level,District Code,District Name,School Name,Test,Grade,Number of Total Records,Number of Valid Scores,Number of No Scores,Participation Rate,Total Score Mean Score,Total Score Standard Deviation,Evidence-Based Reading & Writing Mean Score,Evidence-Based Reading & Writing Standard Deviation,Mathematics Mean Score,Mathematics Standard Deviation,Total Score Mean Score,Evidence-Based Reading & Writing Mean Score,Mathematics Mean Score,Total Score Mean Score,Evidence-Based Reading & Writing Mean Score,Mathematics Mean Score
SCHOOL,0900,DOUGLAS COUNTY RE 1,THUNDERRIDGE HIGH SCHOOL,PSAT,09,     456,     418,      38,91.7,970,132,485,73,485,71,971,484,487,-1,1,-2
SCHOOL,0900,DOUGLAS COUNTY RE 1,THUNDERRIDGE HIGH SCHOOL,PSAT,10,     510,     463,      47,90.8,1010,177,507,95,502,93,1037,521,516,-27,-14,-14
SCHOOL,0900,DOUGLAS COUNTY RE 1,THUNDERRIDGE HIGH SCHOOL,SAT,11,     533,     505,      28,94.7,1113,171,554,88,559,93,1117,554,563,-4,0,-4
SCHOOL,0910,EAGLE COUNTY RE 50,RED CANYON HIGH SCHOOL,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0910,EAGLE COUNTY RE 50,RED CANYON HIGH SCHOOL,PSAT,10,      33,      29,       4,87.9,744,120,380,67,364,70,797,420,378,-53,-40,-14
SCHOOL,0910,EAGLE COUNTY RE 50,RED CANYON HIGH SCHOOL,SAT,11,      52,      41,      11,78.8,798,107,412,72,386,52,836,434,402,-38,-22,-16
SCHOOL,0910,EAGLE COUNTY RE 50,BATTLE MOUNTAIN HIGH SCHOOL,PSAT,09,     256,     250,       6,97.7,898,167,452,89,445,88,864,434,430,34,18,15
SCHOOL,0910,EAGLE COUNTY RE 50,BATTLE MOUNTAIN HIGH SCHOOL,PSAT,10,     245,     231,      14,94.3,911,168,463,99,448,77,925,471,453,-14,-8,-5
SCHOOL,0910,EAGLE COUNTY RE 50,BATTLE MOUNTAIN HIGH SCHOOL,SAT,11,     235,     224,      11,95.3,992,187,501,99,492,97,991,504,487,1,-3,5
SCHOOL,0910,EAGLE COUNTY RE 50,EAGLE VALLEY HIGH SCHOOL,PSAT,09,     272,     269,       3,98.9,878,151,441,80,437,83,885,448,437,-7,-7,0
SCHOOL,0910,EAGLE COUNTY RE 50,EAGLE VALLEY HIGH SCHOOL,PSAT,10,     231,     224,       7,97.0,911,167,467,96,443,80,922,471,451,-11,-4,-8
SCHOOL,0910,EAGLE COUNTY RE 50,EAGLE VALLEY HIGH SCHOOL,SAT,11,     221,     211,      10,95.5,980,183,499,100,481,93,999,506,493,-19,-7,-12
SCHOOL,0910,EAGLE COUNTY RE 50,VAIL SKI AND SNOWBOARD ACADEMY (VSSA),PSAT,09,      28,      25,       3,89.3,979,123,494,78,485,56,1018,524,494,-39,-30,-9
SCHOOL,0910,EAGLE COUNTY RE 50,VAIL SKI AND SNOWBOARD ACADEMY (VSSA),PSAT,10,      21,      20,       1,95.2,1058,151,536,66,522,96,1094,555,538,-36,-19,-16
SCHOOL,0910,EAGLE COUNTY RE 50,VAIL SKI AND SNOWBOARD ACADEMY (VSSA),SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,1239,642,597,- -,- -,- -
SCHOOL,0910,EAGLE COUNTY RE 50,WORLD ACADEMY,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,NA,NA,NA,NA,NA,NA
SCHOOL,0910,EAGLE COUNTY RE 50,WORLD ACADEMY,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0910,EAGLE COUNTY RE 50,WORLD ACADEMY,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,NA,NA,NA,NA,NA,NA
SCHOOL,0920,ELIZABETH SCHOOL DISTRICT,ELIZABETH HIGH SCHOOL,PSAT,09,     176,     134,      42,76.1,894,146,448,84,447,72,923,468,455,-29,-20,-8
SCHOOL,0920,ELIZABETH SCHOOL DISTRICT,ELIZABETH HIGH SCHOOL,PSAT,10,     136,     110,      26,80.9,942,176,479,102,463,84,953,492,461,-11,-13,2
SCHOOL,0920,ELIZABETH SCHOOL DISTRICT,ELIZABETH HIGH SCHOOL,SAT,11,     182,     157,      25,86.3,1012,167,511,89,500,92,1002,508,495,10,3,5
SCHOOL,0920,ELIZABETH SCHOOL DISTRICT,FRONTIER HIGH SCHOOL,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0920,ELIZABETH SCHOOL DISTRICT,FRONTIER HIGH SCHOOL,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0920,ELIZABETH SCHOOL DISTRICT,FRONTIER HIGH SCHOOL,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0930,KIOWA C-2,KIOWA HIGH SCHOOL,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,847,429,418,- -,- -,- -
SCHOOL,0930,KIOWA C-2,KIOWA HIGH SCHOOL,PSAT,10,      22,      21,       1,95.5,830,132,428,83,401,62,971,497,474,-141,-69,-73
SCHOOL,0930,KIOWA C-2,KIOWA HIGH SCHOOL,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0940,BIG SANDY 100J,SIMLA HIGH SCHOOL,PSAT,09,      23,      22,       1,95.7,886,128,436,75,450,64,874,439,435,12,-3,15
SCHOOL,0940,BIG SANDY 100J,SIMLA HIGH SCHOOL,PSAT,10,      22,      22,       0,100.0,912,115,462,77,450,54,969,484,485,-57,-22,-35
SCHOOL,0940,BIG SANDY 100J,SIMLA HIGH SCHOOL,SAT,11,      22,      21,       1,95.5,1010,199,496,106,514,102,1006,506,500,4,-10,14
SCHOOL,0950,ELBERT 200,ELBERT JUNIOR-SENIOR HIGH SCHOOL,PSAT,09,      20,      17,       3,85.0,902,152,453,78,449,82,869,449,420,33,4,29
SCHOOL,0950,ELBERT 200,ELBERT JUNIOR-SENIOR HIGH SCHOOL,PSAT,10,      29,      25,       4,86.2,817,134,418,84,399,63,- -,- -,- -,- -,- -,- -
SCHOOL,0950,ELBERT 200,ELBERT JUNIOR-SENIOR HIGH SCHOOL,SAT,11,      19,      18,       1,94.7,934,98,479,55,455,58,960,499,462,-26,-20,-7
SCHOOL,0960,AGATE 300,AGATE JUNIOR SENIOR HIGH SCHOOL,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,NA,NA,NA,NA,NA,NA
SCHOOL,0960,AGATE 300,AGATE JUNIOR SENIOR HIGH SCHOOL,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,NA,NA,NA,NA,NA,NA
SCHOOL,0970,CALHAN RJ-1,CALHAN HIGH SCHOOL,PSAT,09,      37,      34,       3,91.9,848,134,431,78,417,72,851,437,414,-3,-6,3
SCHOOL,0970,CALHAN RJ-1,CALHAN HIGH SCHOOL,PSAT,10,      40,      40,       0,100.0,888,133,455,80,434,63,877,444,433,11,11,1
SCHOOL,0970,CALHAN RJ-1,CALHAN HIGH SCHOOL,SAT,11,      30,      29,       1,96.7,903,185,460,97,443,95,938,484,453,-35,-24,-10
SCHOOL,0980,HARRISON 2,ATLAS PREPARATORY HIGH SCHOOL,PSAT,09,     134,     132,       2,98.5,890,108,431,59,459,62,882,442,440,8,-11,19
SCHOOL,0980,HARRISON 2,ATLAS PREPARATORY HIGH SCHOOL,PSAT,10,     101,      97,       4,96.0,926,151,474,86,452,76,911,473,438,15,1,14
SCHOOL,0980,HARRISON 2,ATLAS PREPARATORY HIGH SCHOOL,SAT,11,      88,      87,       1,98.9,980,174,498,90,482,96,953,489,464,27,9,18
SCHOOL,0980,HARRISON 2,HARRISON HIGH SCHOOL,PSAT,09,     280,     263,      17,93.9,804,163,410,80,395,95,832,416,415,-28,-6,-20
SCHOOL,0980,HARRISON 2,HARRISON HIGH SCHOOL,PSAT,10,     240,     217,      23,90.4,879,163,445,89,435,85,854,438,417,25,7,18
SCHOOL,0980,HARRISON 2,HARRISON HIGH SCHOOL,SAT,11,     242,     232,      10,95.9,906,170,465,91,441,88,948,482,466,-42,-17,-25
SCHOOL,0980,HARRISON 2,CAREER READINESS ACADEMY,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,NA,NA,NA,NA,NA,NA
SCHOOL,0980,HARRISON 2,CAREER READINESS ACADEMY,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0980,HARRISON 2,CAREER READINESS ACADEMY,SAT,11,      25,      19,       6,76.0,810,94,407,48,403,62,787,418,369,23,-11,34
SCHOOL,0980,HARRISON 2,JAMES IRWIN CHARTER HIGH SCHOOL,PSAT,09,     122,     122,       0,100.0,966,127,486,71,480,66,935,469,467,31,17,13
SCHOOL,0980,HARRISON 2,JAMES IRWIN CHARTER HIGH SCHOOL,PSAT,10,     102,     102,       0,100.0,985,117,501,70,484,63,1010,513,498,-25,-12,-14
SCHOOL,0980,HARRISON 2,JAMES IRWIN CHARTER HIGH SCHOOL,SAT,11,      87,      87,       0,100.0,1080,146,545,83,536,79,1091,547,544,-11,-2,-8
SCHOOL,0980,HARRISON 2,SIERRA HIGH SCHOOL,PSAT,09,     202,     198,       4,98.0,779,155,397,79,382,87,778,398,380,1,-1,2
SCHOOL,0980,HARRISON 2,SIERRA HIGH SCHOOL,PSAT,10,     197,     188,       9,95.4,812,119,412,75,400,57,823,423,401,-11,-11,-1
SCHOOL,0980,HARRISON 2,SIERRA HIGH SCHOOL,SAT,11,     161,     155,       6,96.3,892,161,458,85,434,87,909,464,445,-17,-6,-11
SCHOOL,0980,HARRISON 2,SPRING CREEK YOUTH SERVICES CENTER,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0980,HARRISON 2,SPRING CREEK YOUTH SERVICES CENTER,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0980,HARRISON 2,SPRING CREEK YOUTH SERVICES CENTER,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0990,WIDEFIELD 3,MESA RIDGE HIGH SCHOOL,PSAT,09,     333,     325,       8,97.6,864,157,438,87,426,81,880,444,436,-16,-6,-10
SCHOOL,0990,WIDEFIELD 3,MESA RIDGE HIGH SCHOOL,PSAT,10,     333,     325,       8,97.6,903,140,460,82,443,69,901,456,445,2,4,-2
SCHOOL,0990,WIDEFIELD 3,MESA RIDGE HIGH SCHOOL,SAT,11,     310,     299,      11,96.5,955,167,484,87,470,92,973,489,484,-18,-5,-14
SCHOOL,0990,WIDEFIELD 3,DISCOVERY HIGH SCHOOL,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0990,WIDEFIELD 3,DISCOVERY HIGH SCHOOL,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,0990,WIDEFIELD 3,DISCOVERY HIGH SCHOOL,SAT,11,      24,      24,       0,100.0,848,131,443,74,405,68,809,406,403,39,37,2
SCHOOL,0990,WIDEFIELD 3,WIDEFIELD HIGH SCHOOL,PSAT,09,     308,     298,      10,96.8,861,152,439,77,422,85,872,440,432,-11,-1,-10
SCHOOL,0990,WIDEFIELD 3,WIDEFIELD HIGH SCHOOL,PSAT,10,     340,     316,      24,92.9,910,155,464,87,445,79,884,451,433,26,13,12
SCHOOL,0990,WIDEFIELD 3,WIDEFIELD HIGH SCHOOL,SAT,11,     295,     285,      10,96.6,940,155,476,82,463,85,955,479,477,-15,-3,-14
SCHOOL,1000,FOUNTAIN 8,WELTE EDUCATION CENTER,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,1000,FOUNTAIN 8,WELTE EDUCATION CENTER,PSAT,10,      27,      24,       3,88.9,767,98,389,70,378,39,803,405,398,-36,-16,-20
SCHOOL,1000,FOUNTAIN 8,WELTE EDUCATION CENTER,SAT,11,      29,      27,       2,93.1,827,119,430,61,397,66,824,433,391,3,-3,6
SCHOOL,1000,FOUNTAIN 8,FOUNTAIN-FORT CARSON HIGH SCHOOL,PSAT,09,     430,     417,      13,97.0,887,160,450,88,437,84,888,447,441,-1,3,-4
SCHOOL,1000,FOUNTAIN 8,FOUNTAIN-FORT CARSON HIGH SCHOOL,PSAT,10,     423,     411,      12,97.2,923,156,468,88,455,78,927,473,454,-4,-5,1
SCHOOL,1000,FOUNTAIN 8,FOUNTAIN-FORT CARSON HIGH SCHOOL,SAT,11,     416,     407,       9,97.8,988,160,502,83,486,88,984,500,485,4,2,1
SCHOOL,1010,COLORADO SPRINGS 11,ACHIEVE ONLINE,PSAT,09,      23,      21,       2,91.3,814,125,412,71,402,64,768,400,368,46,12,34
SCHOOL,1010,COLORADO SPRINGS 11,ACHIEVE ONLINE,PSAT,10,      41,      35,       6,85.4,830,126,433,71,397,65,850,449,401,-20,-16,-4
SCHOOL,1010,COLORADO SPRINGS 11,ACHIEVE ONLINE,SAT,11,      65,      53,      12,81.5,902,148,474,86,428,76,926,497,429,-24,-23,-1
SCHOOL,1010,COLORADO SPRINGS 11,THE BIJOU SCHOOL,PSAT,09,      21,      21,       0,100.0,766,94,389,52,377,60,784,393,392,-18,-4,-15
SCHOOL,1010,COLORADO SPRINGS 11,THE BIJOU SCHOOL,PSAT,10,      28,      27,       1,96.4,824,137,409,76,415,67,780,397,383,44,12,32
SCHOOL,1010,COLORADO SPRINGS 11,THE BIJOU SCHOOL,SAT,11,      43,      43,       0,100.0,836,112,430,69,406,60,849,438,411,-13,-8,-5
SCHOOL,1010,COLORADO SPRINGS 11,CIVA CHARTER ACADEMY,PSAT,09,      50,      48,       2,96.0,902,157,464,91,439,71,910,475,435,-8,-11,4
SCHOOL,1010,COLORADO SPRINGS 11,CIVA CHARTER ACADEMY,PSAT,10,      48,      48,       0,100.0,940,171,484,106,456,77,940,484,456,0,0,0
SCHOOL,1010,COLORADO SPRINGS 11,CIVA CHARTER ACADEMY,SAT,11,      36,      36,       0,100.0,1045,157,528,84,517,94,1055,538,517,-10,-10,0
SCHOOL,1010,COLORADO SPRINGS 11,CORONADO HIGH SCHOOL,PSAT,09,     343,     335,       8,97.7,871,181,439,100,431,91,899,457,442,-28,-18,-11
SCHOOL,1010,COLORADO SPRINGS 11,CORONADO HIGH SCHOOL,PSAT,10,     319,     307,      12,96.2,949,183,483,101,466,95,931,473,458,18,10,8
SCHOOL,1010,COLORADO SPRINGS 11,CORONADO HIGH SCHOOL,SAT,11,     313,     299,      14,95.5,998,200,507,103,491,106,1025,524,501,-27,-17,-10
SCHOOL,1010,COLORADO SPRINGS 11,COMMUNITY PREP CHARTER SCHOOL,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,1010,COLORADO SPRINGS 11,COMMUNITY PREP CHARTER SCHOOL,PSAT,10,      37,      31,       6,83.8,791,121,407,78,384,57,758,406,351,33,1,33
SCHOOL,1010,COLORADO SPRINGS 11,COMMUNITY PREP CHARTER SCHOOL,SAT,11,      62,      35,      27,56.5,851,117,442,68,409,65,858,452,406,-7,-10,3
SCHOOL,1010,COLORADO SPRINGS 11,DOHERTY HIGH SCHOOL,PSAT,09,     504,     486,      18,96.4,859,158,434,85,425,82,868,434,434,-9,0,-9
SCHOOL,1010,COLORADO SPRINGS 11,DOHERTY HIGH SCHOOL,PSAT,10,     524,     498,      26,95.0,897,156,459,94,438,72,937,473,464,-40,-14,-26
SCHOOL,1010,COLORADO SPRINGS 11,DOHERTY HIGH SCHOOL,SAT,11,     479,     461,      18,96.2,975,179,488,91,486,99,1005,503,502,-30,-15,-16
SCHOOL,1010,COLORADO SPRINGS 11,ODYSSEY EARLY COLLEGE AND CAREER OPTIONS,PSAT,09,      91,      90,       1,98.9,965,136,492,76,473,73,979,492,487,-14,0,-14
SCHOOL,1010,COLORADO SPRINGS 11,ODYSSEY EARLY COLLEGE AND CAREER OPTIONS,PSAT,10,      60,      59,       1,98.3,1043,149,534,74,510,91,1009,518,490,34,16,20
SCHOOL,1010,COLORADO SPRINGS 11,ODYSSEY EARLY COLLEGE AND CAREER OPTIONS,SAT,11,      32,      31,       1,96.9,1012,148,522,78,490,82,- -,- -,- -,- -,- -,- -
SCHOOL,1010,COLORADO SPRINGS 11,NIKOLA TESLA EDUCATION OPPORTUNITY CENTER,PSAT,09,      31,      29,       2,93.5,805,137,418,79,387,68,- -,- -,- -,- -,- -,- -
SCHOOL,1010,COLORADO SPRINGS 11,NIKOLA TESLA EDUCATION OPPORTUNITY CENTER,PSAT,10,      37,      35,       2,94.6,767,112,395,67,372,57,791,409,382,-24,-14,-10
SCHOOL,1010,COLORADO SPRINGS 11,NIKOLA TESLA EDUCATION OPPORTUNITY CENTER,SAT,11,      44,      43,       1,97.7,821,125,424,73,396,66,795,405,391,26,19,5
SCHOOL,1010,COLORADO SPRINGS 11,EASTLAKE HIGH SCHOOL OF COLORADO SPRINGS,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,1010,COLORADO SPRINGS 11,EASTLAKE HIGH SCHOOL OF COLORADO SPRINGS,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,1010,COLORADO SPRINGS 11,EASTLAKE HIGH SCHOOL OF COLORADO SPRINGS,SAT,11,      52,      16,      36,30.8,725,93,378,45,348,64,821,425,396,-96,-47,-48
SCHOOL,1010,COLORADO SPRINGS 11,MITCHELL HIGH SCHOOL,PSAT,09,     281,     264,      17,94.0,765,150,393,80,372,80,766,384,382,-1,9,-10
SCHOOL,1010,COLORADO SPRINGS 11,MITCHELL HIGH SCHOOL,PSAT,10,     312,     287,      25,92.0,800,128,403,76,397,63,815,418,398,-15,-15,-1
SCHOOL,1010,COLORADO SPRINGS 11,MITCHELL HIGH SCHOOL,SAT,11,     304,     283,      21,93.1,857,147,436,82,421,77,870,445,425,-13,-9,-4
SCHOOL,1010,COLORADO SPRINGS 11,PALMER HIGH SCHOOL,PSAT,09,     422,     405,      17,96.0,875,169,447,92,427,88,869,444,425,6,3,2
SCHOOL,1010,COLORADO SPRINGS 11,PALMER HIGH SCHOOL,PSAT,10,     373,     353,      20,94.6,917,176,474,99,443,87,930,477,453,-13,-3,-10
SCHOOL,1010,COLORADO SPRINGS 11,PALMER HIGH SCHOOL,SAT,11,     334,     315,      19,94.3,977,188,499,98,479,99,1005,510,495,-28,-11,-16
SCHOOL,1020,CHEYENNE MOUNTAIN 12,CHEYENNE MOUNTAIN HIGH SCHOOL,PSAT,09,     355,     331,      24,93.2,1059,172,530,88,529,95,1049,525,524,10,5,5
SCHOOL,1020,CHEYENNE MOUNTAIN 12,CHEYENNE MOUNTAIN HIGH SCHOOL,PSAT,10,     294,     284,      10,96.6,1102,178,558,93,544,97,1086,546,540,16,12,4
SCHOOL,1020,CHEYENNE MOUNTAIN 12,CHEYENNE MOUNTAIN HIGH SCHOOL,SAT,11,     307,     302,       5,98.4,1140,196,568,93,571,114,1167,582,585,-27,-14,-14
SCHOOL,1020,CHEYENNE MOUNTAIN 12,THE VANGUARD SCHOOL (HIGH),PSAT,09,      79,      78,       1,98.7,1069,130,543,71,526,71,1081,548,533,-12,-5,-7
SCHOOL,1020,CHEYENNE MOUNTAIN 12,THE VANGUARD SCHOOL (HIGH),PSAT,10,      73,      70,       3,95.9,1153,126,591,65,562,74,1152,585,567,1,6,-5
SCHOOL,1020,CHEYENNE MOUNTAIN 12,THE VANGUARD SCHOOL (HIGH),SAT,11,      51,      50,       1,98.0,1218,131,608,67,610,79,1243,628,615,-25,-20,-5
SCHOOL,1030,MANITOU SPRINGS 14,MANITOU SPRINGS HIGH SCHOOL,PSAT,09,     127,     121,       6,95.3,971,155,489,83,482,84,936,470,465,35,19,17
SCHOOL,1030,MANITOU SPRINGS 14,MANITOU SPRINGS HIGH SCHOOL,PSAT,10,     121,     111,      10,91.7,986,155,504,87,482,82,987,501,486,-1,3,-4
SCHOOL,1030,MANITOU SPRINGS 14,MANITOU SPRINGS HIGH SCHOOL,SAT,11,     113,     106,       7,93.8,1061,179,543,91,517,99,1078,560,518,-17,-17,-1
SCHOOL,1040,ACADEMY 20,AIR ACADEMY HIGH SCHOOL,PSAT,09,     325,     317,       8,97.5,968,167,490,88,478,92,987,501,487,-19,-11,-9
SCHOOL,1040,ACADEMY 20,AIR ACADEMY HIGH SCHOOL,PSAT,10,     346,     327,      19,94.5,1031,171,529,87,502,96,1025,523,502,6,6,0
SCHOOL,1040,ACADEMY 20,AIR ACADEMY HIGH SCHOOL,SAT,11,     340,     329,      11,96.8,1092,176,550,91,542,96,1091,549,542,1,1,0
SCHOOL,1040,ACADEMY 20,ACADEMY ONLINE,PSAT,09,      46,      42,       4,91.3,986,182,515,87,471,108,934,483,451,52,32,20
SCHOOL,1040,ACADEMY 20,ACADEMY ONLINE,PSAT,10,      45,      39,       6,86.7,956,155,498,96,458,68,983,524,459,-27,-26,-1
SCHOOL,1040,ACADEMY 20,ACADEMY ONLINE,SAT,11,      45,      37,       8,82.2,1073,139,567,84,506,70,1000,527,473,73,40,33
SCHOOL,1040,ACADEMY 20,ASPEN VALLEY CAMPUS,PSAT,09,      21,      20,       1,95.2,825,137,427,77,398,69,848,451,398,-23,-24,0
SCHOOL,1040,ACADEMY 20,ASPEN VALLEY CAMPUS,PSAT,10,      24,      22,       2,91.7,849,130,436,79,413,59,876,454,423,-27,-18,-10
SCHOOL,1040,ACADEMY 20,ASPEN VALLEY CAMPUS,SAT,11,      25,      25,       0,100.0,924,103,478,61,446,56,943,495,448,-19,-17,-2
SCHOOL,1040,ACADEMY 20,THE CLASSICAL ACADEMY HIGH SCHOOL,PSAT,09,     169,     167,       2,98.8,1002,150,504,86,498,75,1004,511,493,-2,-7,5
SCHOOL,1040,ACADEMY 20,THE CLASSICAL ACADEMY HIGH SCHOOL,PSAT,10,     165,     162,       3,98.2,1061,162,547,86,514,86,1070,542,528,-9,5,-14
SCHOOL,1040,ACADEMY 20,THE CLASSICAL ACADEMY HIGH SCHOOL,SAT,11,     138,     136,       2,98.6,1142,164,572,86,570,92,1167,593,575,-25,-21,-5
SCHOOL,1040,ACADEMY 20,DISCOVERY CANYON CAMPUS HIGH SCHOOL,PSAT,09,     322,     312,      10,96.9,986,152,499,84,487,79,985,503,482,1,-4,5
SCHOOL,1040,ACADEMY 20,DISCOVERY CANYON CAMPUS HIGH SCHOOL,PSAT,10,     255,     247,       8,96.9,1009,179,517,91,491,99,1036,528,508,-27,-11,-17
SCHOOL,1040,ACADEMY 20,DISCOVERY CANYON CAMPUS HIGH SCHOOL,SAT,11,     273,     266,       7,97.4,1091,178,547,89,544,102,1115,561,554,-24,-14,-10
SCHOOL,1040,ACADEMY 20,LIBERTY HIGH SCHOOL,PSAT,09,     432,     396,      36,91.7,943,168,482,91,461,86,950,482,468,-7,0,-7
SCHOOL,1040,ACADEMY 20,LIBERTY HIGH SCHOOL,PSAT,10,     426,     402,      24,94.4,983,166,505,90,478,88,981,501,479,2,4,-1
SCHOOL,1040,ACADEMY 20,LIBERTY HIGH SCHOOL,SAT,11,     337,     333,       4,98.8,1047,175,534,88,513,97,1052,535,517,-5,-1,-4
SCHOOL,1040,ACADEMY 20,PINE CREEK HIGH SCHOOL,PSAT,09,     422,     405,      17,96.0,999,153,504,85,495,80,992,505,488,7,-1,7
SCHOOL,1040,ACADEMY 20,PINE CREEK HIGH SCHOOL,PSAT,10,     405,     397,       8,98.0,1011,158,519,87,491,83,1023,522,501,-12,-3,-10
SCHOOL,1040,ACADEMY 20,PINE CREEK HIGH SCHOOL,SAT,11,     416,     407,       9,97.8,1099,177,556,93,544,95,1112,566,546,-13,-10,-2
SCHOOL,1040,ACADEMY 20,RAMPART HIGH SCHOOL,PSAT,09,     371,     336,      35,90.6,971,163,491,91,479,84,945,479,466,26,12,13
SCHOOL,1040,ACADEMY 20,RAMPART HIGH SCHOOL,PSAT,10,     416,     383,      33,92.1,997,162,515,94,482,79,990,504,486,7,11,-4
SCHOOL,1040,ACADEMY 20,RAMPART HIGH SCHOOL,SAT,11,     414,     386,      28,93.2,1052,181,532,95,520,99,1087,546,541,-35,-14,-21
SCHOOL,1040,ACADEMY 20,TCA COLLEGE PATHWAYS,PSAT,09,      86,      74,      12,86.0,1043,137,531,78,513,75,1031,532,499,12,-1,14
SCHOOL,1040,ACADEMY 20,TCA COLLEGE PATHWAYS,PSAT,10,      90,      84,       6,93.3,1060,147,552,80,508,77,1087,558,529,-27,-6,-21
SCHOOL,1040,ACADEMY 20,TCA COLLEGE PATHWAYS,SAT,11,      84,      71,      13,84.5,1155,138,588,69,566,84,1169,600,570,-14,-12,-4
SCHOOL,1050,ELLICOTT 22,ELLICOTT SENIOR HIGH SCHOOL,PSAT,09,      82,      82,       0,100.0,843,147,423,79,419,79,833,416,417,10,7,2
SCHOOL,1050,ELLICOTT 22,ELLICOTT SENIOR HIGH SCHOOL,PSAT,10,      81,      79,       2,97.5,861,158,430,94,431,73,892,447,445,-31,-17,-14
SCHOOL,1050,ELLICOTT 22,ELLICOTT SENIOR HIGH SCHOOL,SAT,11,      60,      59,       1,98.3,931,164,465,86,466,87,893,449,443,38,16,23
SCHOOL,1060,PEYTON 23 JT,PEYTON ONLINE ACADEMY,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,1060,PEYTON 23 JT,PEYTON ONLINE ACADEMY,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,1060,PEYTON 23 JT,PEYTON ONLINE ACADEMY,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
SCHOOL,1060,PEYTON 23 JT,PEYTON SENIOR HIGH SCHOOL,PSAT,09,      55,      53,       2,96.4,887,135,451,81,435,68,880,448,432,7,3,3
SCHOOL,1060,PEYTON 23 JT,PEYTON SENIOR HIGH SCHOOL,PSAT,10,      58,      58,       0,100.0,899,145,458,88,441,66,920,470,450,-21,-12,-9
SCHOOL,1060,PEYTON 23 JT,PEYTON SENIOR HIGH SCHOOL,SAT,11,      55,      55,       0,100.0,998,178,508,92,490,96,959,488,471,39,20,19
SCHOOL,1070,HANOVER 28,HANOVER JUNIOR-SENIOR HIGH SCHOOL,PSAT,09,      21,      18,       3,85.7,819,133,406,83,413,63,796,395,401,23,11,12
SCHOOL,1070,HANOVER 28,HANOVER JUNIOR-SENIOR HIGH SCHOOL,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,868,434,433,- -,- -,- -
SCHOOL,1070,HANOVER 28,HANOVER JUNIOR-SENIOR HIGH SCHOOL,SAT,11,      20,      18,       2,90.0,945,109,483,73,462,60,- -,- -,- -,- -,- -,- -
SCHOOL,1080,LEWIS-PALMER 38,LEWIS-PALMER HIGH SCHOOL,PSAT,09,     282,     270,      12,95.7,985,163,502,92,484,80,991,499,492,-6,3,-8
